,tweet,mention
705,@mybmcRoads Roads in Dadar West are in a pathetic state. It's high time they are repaired. #PotholeFix,RoadProblem
706,@mybmcRoads The potholes on the road from Andheri to Juhu are causing severe back pain. Immediate action needed! #BetterRoadsNow,RoadProblem
707,@mybmcRoads The condition of roads near Lower Parel is affecting daily commutes and health. #FixMumbaiRoads,RoadProblem
709,@mybmcRoads The roads near Colaba Causeway are filled with potholes. It's a nightmare for daily commuters. #PotholeProblems,RoadProblem
710,@mybmcRoads Please fix the potholes on Saki Naka Road. It's causing severe back pain and vehicle damage. #FixOurRoads,RoadProblem
711,@mybmcRoads The road condition from Fort to Churchgate is deteriorating. Urgent repairs required! #BetterRoads,RoadProblem
712,@mybmcRoads Roads in Wadala are in terrible condition. Please fix them to avoid further accidents. #RoadSafety,RoadProblem
713,@mybmcRoads The potholes on the road from Dadar to Matunga are causing daily issues. Immediate action needed! #PotholeFix,RoadProblem
714,@mybmcRoads The roads in Parel are a mess. Please address this issue urgently. #FixMumbaiRoads,RoadProblem
715,@mybmcRoads The condition of roads near Kalbadevi is causing severe back pain. Immediate repair is needed. #BetterRoadsNow,RoadProblem
717,@mybmcRoads The road from Thane to Mulund is in a horrible state. It's affecting daily commutes and health. #FixOurRoads,RoadProblem
718,@mybmcRoads The condition of the roads in Colaba is degrading. Please take immediate action. #BetterRoads,RoadProblem
720,@mybmcRoads The roads in Girgaum are filled with bumps and potholes. It's impossible to drive without damaging our cars. #PotholeFix,RoadProblem
737,The potholes on the roads are unbearable and causing severe back pain. Please take immediate action! #RoadSafety,RoadProblem
738,The condition of the roads is leading to daily accidents. When will this be fixed? #FixOurRoads,RoadProblem
739,Traveling on these roads feels like a rollercoaster. It's causing serious health issues. #BetterRoadsNow,RoadProblem
740,The roads are filled with potholes. This is unacceptable for a city like ours! #PotholeProblems,RoadProblem
741,Commuting is a nightmare due to terrible road conditions. Please fix them soon! #RoadRepairNeeded,RoadProblem
742,Why are there so many potholes? It's causing damage to our vehicles and health. #BetterRoads,RoadProblem
743,The roads are full of bumps and potholes. My back pain is worsening daily. #PotholeFix,RoadProblem
744,Please address the road quality issue. It's causing frequent accidents and back pain. #SafeRoads,RoadProblem
745,When will the potholes be fixed? It's making daily commutes unbearable. #FixOurRoads,RoadProblem
746,The roads are in a horrible state. Please repair them before more accidents happen. #RoadSafety,RoadProblem
747,The roads are in such bad condition that they are causing severe vehicle damage. Please fix this! #RepairRoads,RoadProblem
748,The condition of the roads is embarrassing for the city. Please address this immediately. #BetterRoadsNow,RoadProblem
749,The potholes are causing daily accidents. Urgent repairs needed! #PotholeProblems,RoadProblem
750,Commuting to work is causing serious back pain due to poor road quality. #FixOurRoads,RoadProblem
751,The roads need urgent attention. They're causing traffic jams and health issues. #RoadRepair,RoadProblem
752,Why is nothing being done about the potholes? It's causing constant issues. #BetterRoads,RoadProblem
753,The roads are riddled with potholes. It's becoming dangerous to drive here. #SafetyFirst,RoadProblem
754,The quality of the roads is degrading day by day. Please take immediate action. #PotholeFix,RoadProblem
755,The roads are filled with bumps and potholes. It's impossible to drive without damaging our cars. #FixOurRoads,RoadProblem
756,The roads are terrible. My back pain is increasing because of this. #RoadSafety,RoadProblem
757,The potholes are causing accidents daily. Immediate repair is needed! #BetterRoadsNow,RoadProblem
758,The roads need urgent repairs. It's affecting my health and vehicle. #RepairRoads,RoadProblem
759,When will the roads be fixed? The current state is unacceptable and dangerous. #FixOurRoads,RoadProblem
760,The condition of the roads is causing severe back pain. Please fix them immediately. #PotholeProblems,RoadProblem
761,Potholes are a serious threat to commuters. Please address this now! #RoadSafety,RoadProblem
762,The roads are full of potholes and causing frequent accidents. #BetterRoadsNow,RoadProblem
763,The roads are in a pathetic state. It's high time they are repaired. #PotholeFix,RoadProblem
764,The potholes are causing severe back pain. Immediate action needed! #FixOurRoads,RoadProblem
765,The condition of the roads is affecting daily commutes and health. #BetterRoads,RoadProblem
766,The roads are in dire need of repairs. The potholes are causing damage to our vehicles. #RoadSafety,RoadProblem
767,The roads are filled with potholes. It's a nightmare for daily commuters. #PotholeProblems,RoadProblem
768,The state of the roads is unacceptable. It's causing health issues and accidents. #FixOurRoads,RoadProblem
769,The bumpy roads are causing severe back pain and vehicle damage. Please fix them! #BetterRoads,RoadProblem
770,The potholes on the roads are a hazard for all commuters. Urgent repair needed! #RoadSafety,RoadProblem
771,The road conditions are causing daily inconveniences and health problems. #FixOurRoads,RoadProblem
772,These potholes are turning our commutes into nightmares. Immediate action required! #PotholeFix,RoadProblem
773,"The roads are in such bad shape, it's embarrassing for the city. Please address this issue. #BetterRoadsNow",RoadProblem
774,The poor road conditions are leading to frequent accidents. Safety should be a priority. #RoadSafety,RoadProblem
775,The constant bumps and potholes are damaging our vehicles. We need better roads! #FixOurRoads,RoadProblem
776,Daily commutes are becoming unbearable due to road conditions. Please fix them urgently. #PotholeProblems,RoadProblem
777,The potholes are causing more harm every day. When will they be fixed? #BetterRoadsNow,RoadProblem
778,These road conditions are unacceptable. They are affecting our health and safety. #FixOurRoads,RoadProblem
779,The roads are full of potholes and causing daily stress and accidents. #RoadSafety,RoadProblem
780,It's high time the roads are repaired. They are in a terrible state. #PotholeFix,RoadProblem
781,The poor road quality is causing severe back pain and vehicle damage. #FixOurRoads,RoadProblem
782,The potholes and bumps are making commutes dangerous. Immediate repair needed! #BetterRoads,RoadProblem
783,The condition of the roads is causing frequent traffic jams and accidents. #RoadSafety,RoadProblem
784,The roads need urgent repairs. They are full of potholes and bumps. #FixOurRoads,RoadProblem
785,The state of the roads is affecting our health and daily commutes. #PotholeProblems,RoadProblem
786,The poor road conditions are causing severe vehicle damage and health issues. #BetterRoadsNow,RoadProblem
787,The potholes are a serious hazard for all commuters. Immediate action required! #FixOurRoads,RoadProblem
788,"The roads are in a pathetic condition, causing daily stress and accidents. #RoadSafety",RoadProblem
789,The constant bumps and potholes are making commutes unbearable. #PotholeFix,RoadProblem
790,The poor quality of the roads is leading to frequent accidents. Safety first! #FixOurRoads,RoadProblem
791,The road conditions are causing severe back pain and vehicle damage. #BetterRoads,RoadProblem
792,The state of the roads is unacceptable and dangerous. Please fix them urgently. #RoadSafety,RoadProblem
793,The potholes are causing daily issues for all commuters. Immediate repair needed! #FixOurRoads,RoadProblem
794,The roads are in dire need of repairs. They are full of potholes and bumps. #PotholeProblems,RoadProblem
795,The poor road conditions are affecting our health and safety. #BetterRoadsNow,RoadProblem
796,The potholes are causing severe back pain and vehicle damage. #FixOurRoads,RoadProblem
797,The condition of the roads is causing frequent accidents and traffic jams. #RoadSafety,RoadProblem
798,The roads need urgent attention. They are in a terrible state. #PotholeFix,RoadProblem
799,The poor quality of the roads is unacceptable for a city like ours. #FixOurRoads,RoadProblem
800,The potholes and bumps are making daily commutes dangerous. Immediate action required! #BetterRoads,RoadProblem
801,The state of the roads is causing severe health issues and accidents. #RoadSafety,RoadProblem
802,The poor road conditions are leading to frequent vehicle damage and back pain. #FixOurRoads,RoadProblem
803,The roads are full of potholes and causing daily stress and inconvenience. #PotholeProblems,RoadProblem
804,The condition of the roads is deteriorating day by day. Urgent repairs needed! #BetterRoadsNow,RoadProblem
805,The potholes are a hazard for all commuters. Immediate repair needed! #FixOurRoads,RoadProblem
806,The state of the roads is unacceptable and causing daily issues. #RoadSafety,RoadProblem
807,The constant bumps and potholes are damaging our vehicles and health. #PotholeFix,RoadProblem
808,The poor road quality is causing frequent accidents and back pain. #FixOurRoads,RoadProblem
809,The road conditions are affecting our daily commutes and health. #BetterRoads,RoadProblem
810,The potholes and bumps are making driving dangerous. Please fix them urgently. #RoadSafety,RoadProblem
811,The state of the roads is causing severe back pain and vehicle damage. #FixOurRoads,RoadProblem
812,The poor quality of the roads is leading to frequent traffic jams and accidents. #PotholeProblems,RoadProblem
813,The roads need immediate attention. They are in a terrible condition. #BetterRoadsNow,RoadProblem
814,The potholes are causing daily inconvenience and stress. Immediate repair needed! #FixOurRoads,RoadProblem
815,The condition of the roads is unacceptable and dangerous for commuters. #RoadSafety,RoadProblem
816,The constant bumps and potholes are affecting our health and vehicles. #PotholeFix,RoadProblem
817,The poor road conditions are causing severe back pain and accidents. #FixOurRoads,RoadProblem
818,The state of the roads is affecting daily commutes and safety. #BetterRoads,RoadProblem
819,The potholes are a serious hazard for all commuters. Immediate action required! #RoadSafety,RoadProblem
820,The roads are in a pathetic condition and causing daily stress. #FixOurRoads,RoadProblem
821,The constant bumps and potholes are making driving unbearable. #PotholeProblems,RoadProblem
822,The poor quality of the roads is unacceptable and causing accidents. #BetterRoadsNow,RoadProblem
823,The state of the roads is causing severe vehicle damage and health issues. #FixOurRoads,RoadProblem
824,The potholes are causing daily inconvenience and safety concerns. Immediate repair needed! #RoadSafety,RoadProblem
825,The condition of the roads is deteriorating and affecting our daily lives. #PotholeFix,RoadProblem
826,The poor road conditions are leading to frequent back pain and accidents. #FixOurRoads,RoadProblem
827,The roads need urgent attention. They are full of potholes and bumps. #BetterRoads,RoadProblem
828,The state of the roads is unacceptable and causing daily issues for commuters. #RoadSafety,RoadProblem
829,The potholes are causing severe back pain and vehicle damage. Immediate action required! #FixOurRoads,RoadProblem
830,The condition of the roads is affecting daily commutes and health. #PotholeProblems,RoadProblem
831,The poor road quality is leading to frequent accidents and stress. #BetterRoadsNow,RoadProblem
832,The roads are in a terrible state and causing daily inconvenience. #FixOurRoads,RoadProblem
833,The potholes are a serious hazard for all commuters. Immediate repair needed! #RoadSafety,RoadProblem
834,The state of the roads is affecting our health and vehicles. #PotholeFix,RoadProblem
836,The roads are in dire need of repairs. They are full of potholes and bumps. #BetterRoadsNow,RoadProblem
